timestamp,cpu_load,memory_usage,disk_io,network_io,prediction
2025-10-14 00:52:23.047013,18.46,21.63,150.6,41.25,48.86790385677755
2025-10-14 00:52:24.047013,62.61,54.12,154.63,78.45,51.89517186873808
2025-10-14 00:52:25.047012,42.38,57.75,60.02,85.3,52.45301059315697
2025-10-14 00:52:26.047012,17.24,65.36,258.22,36.27,52.070576454035134
2025-10-14 00:52:27.047011,36.49,53.26,262.73,31.04,51.03647866017653
2025-10-14 00:52:28.047011,70.79,57.53,162.16,97.77,52.38686452554992
2025-10-14 00:52:29.047010,39.91,37.66,194.46,28.18,49.89615630349735
2025-10-14 00:52:30.047010,33.12,71.97,268.49,22.16,52.40362436455391
2025-10-14 00:52:31.047009,65.94,97.73,131.03,73.13,55.34198350695311
2025-10-14 00:52:32.047009,85.93,97.37,287.16,138.22,55.80011119619141
2025-10-14 00:52:33.047009,28.3,80.62,106.6,86.68,54.195588865538866
2025-10-14 00:52:34.047008,74.77,20.48,234.87,40.45,48.60119850405678
2025-10-14 00:52:35.047008,91.7,91.33,259.63,90.83,54.796537366644905
2025-10-14 00:52:36.047007,11.78,43.31,135.33,14.61,50.29586073682063
2025-10-14 00:52:37.047007,37.22,31.75,163.43,122.87,50.6418504940054
2025-10-14 00:52:38.047006,94.5,75.29,295.81,36.46,52.78808485918823
2025-10-14 00:52:39.047006,88.23,27.19,218.91,28.79,49.023596189873764
2025-10-14 00:52:40.047005,52.41,32.05,214.97,134.31,50.70388588930307
2025-10-14 00:52:41.047005,69.65,31.47,73.49,147.18,51.0926713081587
2025-10-14 00:52:42.047004,44.99,56.73,158.97,73.28,52.031011940112656
2025-10-14 00:52:43.047004,39.66,70.66,131.71,73.46,53.19365911058734
2025-10-14 00:52:44.047003,85.64,90.28,248.18,77.5,54.573097381403436
2025-10-14 00:52:45.047003,46.02,71.65,60.64,66.21,53.323580002586745
2025-10-14 00:52:46.047003,74.32,79.96,128.24,32.22,53.436718506588356
2025-10-14 00:52:47.047002,76.47,66.15,249.22,53.31,52.358764105614554
2025-10-14 00:52:48.047002,93.02,64.18,234.05,47.02,52.15535179449314
