timestamp,cpu_load,memory_usage,disk_io,network_io,prediction
2025-10-17 08:52:22.911807,37.12,60.87,133.81,47.2,52.43962606518571
2025-10-17 08:52:23.911807,53.02,58.73,106.59,66.49,51.70527269708048
2025-10-17 08:52:24.911806,26.24,57.56,82.91,139.05,51.20606784707965
2025-10-17 08:52:25.911806,34.86,60.73,266.17,18.54,55.890156309474534
2025-10-17 08:52:26.911805,43.98,46.93,249.69,144.48,55.38410051768226
2025-10-17 08:52:27.911805,92.33,38.12,269.54,36.91,55.455601824133765
2025-10-17 08:52:28.911804,16.23,81.57,116.78,123.91,52.67215132849565
2025-10-17 08:52:29.911804,34.2,52.34,74.89,102.63,50.78276071717022
2025-10-17 08:52:30.911804,52.01,58.84,240.55,67.04,55.26864354164484
2025-10-17 08:52:31.911803,20.11,26.67,55.39,140.16,49.70618494172993
2025-10-17 08:52:32.911803,37.68,56.24,73.79,56.17,50.748953277156595
2025-10-17 08:52:33.911802,25.22,31.37,76.57,143.07,50.39266173252456
2025-10-17 08:52:34.911802,35.55,26.28,73.98,118.74,50.14340439563632
2025-10-17 08:52:35.911801,52.2,27.12,69.11,147.73,50.09857739879629
2025-10-17 08:52:36.911801,58.77,87.58,290.21,28.56,57.2211437924599
2025-10-17 08:52:37.911800,48.87,24.56,130.71,52.51,51.46251913411861
2025-10-17 08:52:38.911800,15.52,52.3,65.08,60.86,50.4294596899169
2025-10-17 08:52:39.911800,72.57,39.9,140.23,136.3,52.28223255091566
2025-10-17 08:52:40.911799,28.96,54.92,54.95,105.85,50.32440776105243
2025-10-17 08:52:41.911799,42.29,28.14,139.34,80.1,51.84172292321259
2025-10-17 08:52:42.911798,61.41,71.11,128.2,137.73,52.74480287357388
2025-10-17 08:52:43.911798,74.56,81.68,98.73,14.56,51.95538106149543
2025-10-17 08:52:44.911797,28.51,65.95,224.03,141.9,55.171420851074394
2025-10-17 08:52:45.911797,50.03,26.2,168.04,88.46,52.57421821027506
2025-10-17 08:52:46.911796,46.85,49.04,124.07,70.92,51.937562455391586
2025-10-17 08:52:47.911796,58.59,45.55,124.59,128.49,51.99056882796686
2025-10-17 08:52:48.911795,44.54,35.62,174.7,70.63,52.94720698007902
2025-10-17 08:52:49.911795,55.54,69.89,246.83,92.72,55.767685259538524
2025-10-17 08:52:50.911794,29.54,26.3,124.37,83.55,51.405597064677245
2025-10-17 08:52:51.911794,57.32,43.03,122.51,18.24,51.630507580233974
2025-10-17 08:52:52.911793,47.8,35.74,104.58,28.4,50.994408506484874
2025-10-17 08:52:53.911793,81.1,29.33,87.76,128.38,50.60683513466585
2025-10-17 08:52:54.911793,90.5,81.64,241.13,56.59,55.83027186767831
2025-10-17 08:52:55.911792,66.48,28.11,98.15,141.74,50.88176290002871
2025-10-17 08:52:56.911792,29.1,39.62,191.89,46.26,53.45034037241769
2025-10-17 08:52:57.911791,29.91,30.46,87.4,135.89,50.641954216580906
2025-10-17 08:52:58.911791,84.45,34.76,281.49,127.41,55.88780549981934
2025-10-17 08:52:59.911790,62.33,67.55,126.51,111.2,52.55282501143749
2025-10-17 08:53:00.911790,88.91,33.7,197.49,68.92,53.50107476658243
2025-10-17 08:53:01.911789,85.94,62.16,282.92,77.39,56.5000297624692
2025-10-17 08:53:02.911789,91.03,41.68,199.5,23.26,53.65350450233906
2025-10-17 08:53:03.911788,90.29,71.68,142.65,121.49,53.1073483128309
2025-10-17 08:53:04.911788,32.49,24.73,67.84,57.6,49.80742688729148
2025-10-17 08:53:05.911788,23.44,55.86,87.55,144.43,51.298723653696165
2025-10-17 08:53:06.911787,43.36,64.91,179.94,43.93,53.75900901509915
2025-10-17 08:53:07.911787,77.95,82.21,109.85,20.84,52.27785629406148
2025-10-17 08:53:08.911786,43.97,27.34,295.09,134.05,56.07851430836501
2025-10-17 08:53:09.911786,15.76,78.11,174.78,101.85,54.07848523481773
2025-10-17 08:53:10.911785,40.33,37.27,210.18,106.21,54.00918800485035
2025-10-17 08:53:11.911785,23.76,87.93,100.75,36.07,52.21226246484266
2025-10-17 08:53:12.911784,90.3,36.07,184.93,118.94,53.336251109297294
2025-10-17 08:53:13.911784,45.66,72.42,156.32,69.34,53.37462560567208
2025-10-17 08:53:14.911783,91.35,86.18,100.05,111.66,52.31582313646314
2025-10-17 08:53:15.911783,74.05,24.42,179.11,69.43,52.78217140249083
2025-10-17 08:53:16.911782,39.93,88.09,162.73,91.26,53.98419874642558
2025-10-17 08:53:17.911782,36.65,98.31,68.42,96.21,51.744287767125186
2025-10-17 08:53:18.911782,14.14,62.34,278.65,29.33,56.28562219421157
2025-10-17 08:53:19.911781,27.69,37.99,74.27,56.28,50.30638327456486
2025-10-17 08:53:20.911781,46.45,84.86,285.98,94.5,57.18552398203007
2025-10-17 08:53:21.911780,28.28,63.24,169.72,37.57,53.43181471147846
2025-10-17 08:53:22.911780,57.67,55.09,189.47,41.37,53.76148008475716
2025-10-17 08:53:23.911779,27.44,96.26,224.4,147.91,55.95105082023399
2025-10-17 08:53:24.911779,56.93,39.3,284.47,63.33,55.93972442728515
2025-10-17 08:53:25.911778,73.56,72.45,213.16,51.15,54.84574728487478
2025-10-17 08:53:26.911778,53.42,67.79,198.73,30.58,54.30087552651639
2025-10-17 08:53:27.911777,50.18,60.88,65.36,101.04,50.73923256535021
2025-10-17 08:53:28.911777,91.54,72.12,244.43,97.61,55.77031045009374
2025-10-17 08:53:29.911777,83.46,80.41,250.42,71.52,56.07916676002848
2025-10-17 08:53:30.911776,52.61,32.93,294.93,146.17,56.24039455806869
2025-10-17 08:53:31.911776,47.96,94.66,266.76,42.76,56.80594879137172
2025-10-17 08:53:32.911775,70.69,78.8,199.9,64.48,54.68117687883201
2025-10-17 08:53:33.911775,39.29,21.27,217.91,81.39,53.76072511008597
2025-10-17 08:53:34.911774,72.87,93.87,255.66,126.54,56.675106468610764
2025-10-17 08:53:35.911774,71.76,35.55,177.74,114.5,53.12248552873022
2025-10-17 08:53:36.911773,83.56,21.76,208.41,115.78,53.59598625712272
2025-10-17 08:53:37.911773,82.4,79.14,241.0,38.01,55.72364692278643
2025-10-17 08:53:38.911772,54.69,85.99,290.51,84.17,57.31143307353976
2025-10-17 08:53:39.911772,22.0,67.59,117.9,40.16,52.169187475612695
2025-10-17 08:53:40.911771,68.13,61.12,187.68,81.06,53.95152210759139
2025-10-17 08:53:41.911771,61.46,44.54,268.56,145.87,55.828879983294364
2025-10-17 08:53:42.911758,85.5,84.71,188.8,133.19,54.68451959178366
2025-10-17 08:53:43.911758,13.24,68.28,134.44,77.88,52.70864958964772
2025-10-17 08:53:44.911757,53.66,85.38,62.96,102.7,51.29068561666356
2025-10-17 08:53:45.911757,72.18,41.3,279.71,17.37,55.76233630973941
2025-10-17 08:53:46.911756,40.89,30.14,144.2,80.99,52.022734415919
2025-10-17 08:53:47.911756,51.11,44.43,223.38,115.7,54.559474409015785
2025-10-17 08:53:48.911755,18.06,45.65,212.55,79.84,54.223490486657326
2025-10-17 08:53:49.911755,80.59,79.29,223.69,101.12,55.40591494519442
2025-10-17 08:53:50.911755,84.53,54.27,210.48,84.95,54.39487696934707
2025-10-17 08:53:51.911754,63.05,63.97,58.34,20.75,50.45368359036894
2025-10-17 08:53:52.911754,19.5,58.7,144.14,102.85,52.78202953397407
2025-10-17 08:53:53.911753,65.23,63.28,244.85,52.46,55.46174267183403
2025-10-17 08:53:54.911753,72.64,70.6,120.24,75.71,52.384496852843554
2025-10-17 08:53:55.911752,19.53,74.95,119.79,91.11,52.51491442914556
2025-10-17 08:53:56.911752,72.78,96.73,217.09,40.42,55.53271779216195
2025-10-17 08:53:57.911751,85.76,71.15,294.32,13.46,56.887086589810224
2025-10-17 08:53:58.911751,64.34,45.32,269.59,53.85,55.673826614397804
