timestamp,cpu_load,memory_usage,disk_io,network_io,prediction
2025-10-13 09:35:43.072929,61.72,69.73,147.28,132.82,51.78721018332897
2025-10-13 09:35:44.072929,86.22,80.88,233.05,94.75,50.13007775761287
2025-10-13 09:35:45.072928,86.79,32.51,111.71,143.89,53.244371623884234
2025-10-13 09:35:46.072928,65.52,83.11,191.87,102.55,50.809686820070645
2025-10-13 09:35:47.072927,11.98,27.45,281.77,36.69,50.751874541016505
2025-10-13 09:35:48.072927,54.92,78.64,65.24,27.91,53.695779109332044
2025-10-13 09:35:49.072927,15.79,49.82,82.53,35.92,53.98553500209695
2025-10-13 09:35:50.072926,94.13,46.68,265.5,20.03,50.70907745713609
2025-10-13 09:35:51.072926,94.75,43.79,226.25,84.34,51.16128909657441
2025-10-13 09:35:52.072925,19.86,36.97,154.56,109.53,52.52546304917707
2025-10-13 09:35:53.072925,48.77,77.14,299.58,117.69,48.84148727137733
2025-10-13 09:35:54.072924,83.2,37.62,58.06,141.72,54.146668795156096
2025-10-13 09:35:55.072924,19.87,61.43,52.28,136.95,53.73756511182235
2025-10-13 09:35:56.072923,56.94,60.87,110.87,94.83,52.88009633194579
2025-10-13 09:35:57.072923,26.97,35.47,182.21,35.11,52.44635373445408
2025-10-13 09:35:58.072922,51.28,39.27,135.91,126.06,52.732942203181025
2025-10-13 09:35:59.072922,27.2,65.5,190.79,141.25,51.0210466586147
2025-10-13 09:36:00.072921,55.08,74.54,129.71,45.98,52.48062750695428
2025-10-13 09:36:01.072921,44.98,77.13,97.65,17.64,53.17782995637514
2025-10-13 09:36:02.072920,43.48,39.0,104.16,13.32,53.949726713000445
2025-10-13 09:36:03.072919,23.63,63.09,58.82,59.57,53.99872919693866
2025-10-13 09:36:04.072918,66.08,44.78,222.82,25.65,51.523022123576126
2025-10-13 09:36:05.072918,15.97,51.91,162.53,145.45,51.83893245234506
2025-10-13 09:36:06.072917,89.38,67.64,123.51,61.4,52.67048957920233
2025-10-13 09:36:07.072917,15.02,81.63,272.22,149.26,49.080482842083036
2025-10-13 09:36:08.072917,44.98,41.55,165.82,93.7,52.295816557015655
2025-10-13 09:36:09.072916,34.38,82.69,79.41,85.43,53.02374026383463
2025-10-13 09:36:10.072916,56.89,26.33,125.8,21.38,53.78882632676003
2025-10-13 09:36:11.072915,12.12,62.46,143.34,48.85,52.484916127533076
2025-10-13 09:36:12.072915,47.32,72.56,147.98,129.68,51.72657484339874
2025-10-13 09:36:13.072914,74.07,39.41,236.39,109.9,50.93159887269293
2025-10-13 09:36:14.072914,78.61,57.09,193.14,91.4,51.440698080198764
2025-10-13 09:36:15.072913,89.41,39.4,125.95,65.28,53.24828690173727
2025-10-13 09:36:16.072913,19.21,53.88,141.11,124.03,52.3128285830889
2025-10-13 09:36:17.072912,57.09,70.51,116.04,143.34,52.29849964013736
2025-10-13 09:36:18.072912,44.12,26.71,176.78,55.47,52.63729690891312
2025-10-13 09:36:19.072911,65.03,36.18,134.55,62.73,53.174262710268636
2025-10-13 09:36:20.072911,80.71,46.73,92.0,42.19,53.844128854230824
2025-10-13 09:36:21.072910,60.96,38.61,98.1,136.5,53.40087887069381
2025-10-13 09:36:22.072910,29.47,22.59,231.01,116.96,51.37812759185062
2025-10-13 09:36:23.072909,37.31,41.63,262.41,25.18,50.854306480463144
2025-10-13 09:36:24.072909,85.87,73.47,149.78,42.71,52.14612275049214
2025-10-13 09:36:25.072909,67.08,89.62,205.76,137.81,50.20808919563292
2025-10-13 09:36:26.072908,60.66,95.17,166.0,29.17,51.420011289528595
2025-10-13 09:36:27.072908,21.83,86.74,287.96,60.72,49.1510123145029
2025-10-13 09:36:28.072907,39.01,66.64,180.22,72.48,51.56834020444219
2025-10-13 09:36:29.072907,37.46,65.39,190.47,27.17,51.651469119585606
2025-10-13 09:36:30.072906,12.2,54.66,82.82,41.73,53.83791490139189
2025-10-13 09:36:31.072906,89.0,26.16,112.98,34.14,53.96380800110442
2025-10-13 09:36:32.072905,38.19,66.72,64.69,26.25,53.9873014037851
