timestamp,cpu_load,memory_usage,disk_io,network_io,prediction
2025-10-23 05:09:02.678477,18.85,70.69,202.11,20.49,51.590392584052346
2025-10-23 05:09:03.678477,70.89,29.67,167.78,138.37,54.89758928051052
2025-10-23 05:09:04.678476,89.32,31.06,295.9,45.22,53.241609700205636
2025-10-23 05:09:05.678476,35.16,37.42,59.31,106.83,53.336645094686276
2025-10-23 05:09:06.678475,58.29,79.96,169.65,139.57,54.37886302182658
2025-10-23 05:09:07.678475,30.32,30.89,298.34,57.85,53.58583507100811
2025-10-23 05:09:08.678474,15.33,78.67,220.5,42.15,52.1744007901186
2025-10-23 05:09:09.678474,46.24,28.04,151.27,111.43,54.117164145030046
2025-10-23 05:09:10.678474,72.88,26.19,290.96,27.83,52.815041995088286
2025-10-23 05:09:11.678473,60.33,51.13,57.92,35.83,51.333850531578086
2025-10-23 05:09:12.678473,78.61,71.73,198.17,10.69,51.30077766849593
2025-10-23 05:09:13.678472,38.51,55.55,133.85,84.93,53.01748156056368
2025-10-23 05:09:14.678472,23.34,37.93,233.67,113.19,54.55114319290203
2025-10-23 05:09:15.678471,43.34,52.95,70.31,44.97,51.62557474273895
2025-10-23 05:09:16.678471,59.75,36.09,196.07,149.76,55.29256622222986
2025-10-23 05:09:17.678471,30.9,48.8,241.63,114.11,54.50188418609424
2025-10-23 05:09:18.678470,32.62,26.83,175.21,89.33,53.702385438578965
2025-10-23 05:09:19.678470,32.75,95.3,228.98,92.97,53.35818083728653
2025-10-23 05:09:20.678469,88.69,69.31,161.9,76.65,52.81895690154825
2025-10-23 05:09:21.678469,64.34,36.51,113.91,64.63,52.582778559403344
2025-10-23 05:09:22.678468,84.66,57.01,198.32,143.76,54.91713446761156
2025-10-23 05:09:23.678468,35.25,94.24,235.99,72.92,52.89243369108334
2025-10-23 05:09:24.678468,46.23,85.78,216.08,85.1,53.18222894364329
2025-10-23 05:09:25.678467,16.43,89.91,210.86,116.42,53.91684190539215
2025-10-23 05:09:26.678467,12.61,50.29,123.63,80.57,52.90124610704392
2025-10-23 05:09:27.678466,58.38,69.04,59.06,77.23,52.2146158851824
2025-10-23 05:09:28.678466,66.49,42.61,209.07,74.78,53.353869436320636
2025-10-23 05:09:29.678465,46.61,21.35,101.87,21.33,51.556082512634134
2025-10-23 05:09:30.678465,11.01,61.41,72.91,118.68,53.458590557349005
2025-10-23 05:09:31.678465,32.05,45.18,229.56,61.6,53.10737335138951
2025-10-23 05:09:32.678464,29.26,43.66,178.81,18.42,51.697310112799855
2025-10-23 05:09:33.678464,47.55,79.18,82.73,76.82,52.23408709288167
2025-10-23 05:09:34.678463,40.12,43.97,260.32,60.63,53.28188021062419
2025-10-23 05:09:35.678463,16.96,73.87,216.25,59.26,52.64599163791586
2025-10-23 05:09:36.678462,15.89,91.37,128.28,61.98,51.988858106838116
2025-10-23 05:09:37.678462,82.03,37.41,212.22,95.29,53.96288875196285
2025-10-23 05:09:38.678462,27.44,51.32,207.89,34.02,52.192418648024955
2025-10-23 05:09:39.678461,16.74,30.41,298.57,135.85,55.615527233473024
2025-10-23 05:09:40.678461,80.56,70.75,241.36,33.54,52.16572143782532
2025-10-23 05:09:41.678460,17.01,22.95,211.01,101.98,54.29042540736263
2025-10-23 05:09:42.678460,87.79,49.11,55.59,71.62,52.27050964439995
2025-10-23 05:09:43.678459,39.26,41.05,142.06,81.96,53.15194134331064
2025-10-23 05:09:44.678459,73.22,26.2,102.54,79.81,53.02270754908038
2025-10-23 05:09:45.678459,93.31,37.77,150.33,51.62,52.45171890419032
2025-10-23 05:09:46.678458,92.28,76.37,66.04,35.85,51.1018691491534
2025-10-23 05:09:47.678458,73.54,77.11,274.71,45.09,52.596141065515475
2025-10-23 05:09:48.678457,42.34,37.7,234.77,142.84,55.32934505519083
2025-10-23 05:09:49.678457,37.06,25.25,64.02,69.94,52.544201740974636
2025-10-23 05:09:50.678456,28.34,41.94,98.27,15.97,51.16552692348383
2025-10-23 05:09:51.678456,91.69,53.59,178.62,87.74,53.383182035598715
2025-10-23 05:09:52.678456,84.23,30.09,96.64,39.13,51.88855018240075
2025-10-23 05:09:53.678455,73.46,91.53,203.99,79.27,52.89369522053021
2025-10-23 05:09:54.678455,35.26,63.89,102.8,41.17,51.601578185817225
2025-10-23 05:09:55.678454,11.5,64.15,276.4,73.53,53.48858103564152
2025-10-23 05:09:56.678454,55.18,44.27,137.76,141.4,54.631573812970224
2025-10-23 05:09:57.678453,69.02,63.47,191.55,105.2,53.804016774850645
2025-10-23 05:09:58.678453,56.44,95.88,128.91,88.72,52.63585236320852
2025-10-23 05:09:59.678453,87.16,63.75,223.85,80.13,53.34617968886151
2025-10-23 05:10:00.678452,56.47,34.96,255.26,47.96,53.023196899957796
2025-10-23 05:10:01.678452,72.63,36.39,65.88,144.4,54.36228535770707
2025-10-23 05:10:02.678451,46.62,34.48,121.91,32.37,51.81717826486393
2025-10-23 05:10:03.678451,58.23,80.85,139.34,27.91,51.289571004057166
2025-10-23 05:10:04.678450,47.09,71.03,190.73,104.16,53.687722481705414
2025-10-23 05:10:05.678450,16.54,94.93,205.57,82.33,52.94467993186529
2025-10-23 05:10:06.678450,92.37,72.19,286.83,62.59,53.17825826823005
2025-10-23 05:10:07.678449,58.26,53.74,109.2,83.32,52.84673912967966
2025-10-23 05:10:08.678449,88.95,21.59,73.54,79.38,52.8874861418058
2025-10-23 05:10:09.678448,66.16,42.15,131.75,149.08,54.8180392034144
2025-10-23 05:10:10.678448,72.6,83.05,72.45,27.73,50.85552990790577
2025-10-23 05:10:11.678447,78.69,94.82,160.65,51.59,51.8768003579577
2025-10-23 05:10:12.678447,38.16,77.19,256.98,116.91,54.350609584338365
2025-10-23 05:10:13.678447,93.17,81.55,238.88,114.9,54.140285679844084
2025-10-23 05:10:14.678446,50.99,83.46,58.69,71.07,51.89170892764933
2025-10-23 05:10:15.678446,41.17,25.46,135.09,62.73,52.78498734329293
2025-10-23 05:10:16.678445,55.99,91.41,50.37,92.93,52.319587783870006
2025-10-23 05:10:17.678445,73.82,95.92,288.81,47.39,52.531233134080246
