timestamp,cpu_load,memory_usage,disk_io,network_io,prediction
2025-10-15 22:59:02.968884,45.39,64.67,106.86,127.46,50.89926783459086
2025-10-15 22:59:03.968884,50.36,28.04,220.88,84.06,51.98010079471773
2025-10-15 22:59:04.968884,81.23,30.42,284.49,53.21,53.2743156959912
2025-10-15 22:59:05.968883,54.82,84.72,189.01,34.78,54.15590335817892
2025-10-15 22:59:06.968883,58.65,28.61,241.78,131.72,51.108154728036716
2025-10-15 22:59:07.968882,89.85,67.55,205.92,64.07,53.23820406163693
2025-10-15 22:59:08.968882,20.72,93.55,208.08,126.19,52.48661400408371
2025-10-15 22:59:09.968881,31.7,92.7,281.39,116.93,53.30484423084619
2025-10-15 22:59:10.968881,74.78,71.81,82.97,97.02,51.54391805434148
2025-10-15 22:59:11.968880,88.74,58.89,61.44,31.42,52.517679663669874
2025-10-15 22:59:12.968880,59.41,54.46,82.24,81.01,51.482760880409835
2025-10-15 22:59:13.968879,74.14,49.74,159.41,133.28,50.866549706603024
2025-10-15 22:59:14.968879,55.44,21.15,201.97,75.02,51.855400230071304
2025-10-15 22:59:15.968878,85.48,94.26,286.83,69.86,54.44114850098659
2025-10-15 22:59:16.968878,62.58,26.38,190.33,70.71,51.975935866947566
2025-10-15 22:59:17.968877,26.51,37.77,52.14,32.65,51.907579351353746
2025-10-15 22:59:18.968877,24.19,93.3,131.37,128.11,51.777025774286386
2025-10-15 22:59:19.968877,23.12,62.16,138.15,113.88,51.412658779577754
2025-10-15 22:59:20.968876,47.97,50.73,210.47,11.8,54.04579021842489
2025-10-15 22:59:21.968875,63.2,31.46,61.07,40.59,51.65685107643744
2025-10-15 22:59:22.968874,32.03,90.61,284.61,22.11,55.40271928313872
2025-10-15 22:59:23.968874,62.55,70.22,173.36,52.36,53.28308346592252
2025-10-15 22:59:24.968873,79.75,40.42,278.21,136.06,51.605893965737515
2025-10-15 22:59:25.968873,75.13,64.83,187.77,35.89,53.647172751904414
2025-10-15 22:59:26.968872,77.74,84.55,232.45,36.16,54.495161758697435
2025-10-15 22:59:27.968872,32.66,63.51,148.96,101.39,51.81712278639708
2025-10-15 22:59:28.968871,56.46,32.79,120.96,55.99,51.86004308325877
2025-10-15 22:59:29.968871,36.03,23.94,163.08,87.19,51.31473424706153
2025-10-15 22:59:30.968870,76.78,64.03,289.15,97.27,53.12908294664356
2025-10-15 22:59:31.968870,54.27,57.55,161.47,36.97,53.223291542827766
2025-10-15 22:59:32.968869,86.68,27.08,98.36,61.99,51.395389672105026
2025-10-15 22:59:33.968869,25.71,69.9,120.85,11.84,53.729088639791264
2025-10-15 22:59:34.968868,65.84,29.42,196.63,35.76,52.88389663252968
2025-10-15 22:59:35.968868,77.06,64.47,150.55,54.18,52.90912081032811
2025-10-15 22:59:36.968867,17.23,83.01,280.88,70.98,54.097194207619964
2025-10-15 22:59:37.968867,91.8,60.31,214.86,93.22,52.491248125933474
2025-10-15 22:59:38.968867,83.39,33.44,97.09,72.57,51.299237306410426
2025-10-15 22:59:39.968866,81.96,96.29,113.85,98.38,52.36192931540196
2025-10-15 22:59:40.968866,46.2,79.33,92.76,66.68,52.48546483902368
2025-10-15 22:59:41.968865,19.1,98.1,116.21,63.55,53.20400657372581
2025-10-15 22:59:42.968865,23.23,48.18,142.05,144.3,50.43353751830991
2025-10-15 22:59:43.968864,73.75,95.6,110.32,88.05,52.5460532444666
2025-10-15 22:59:44.968864,61.37,43.38,110.86,63.3,51.86158572444857
2025-10-15 22:59:45.968863,26.8,55.22,253.55,92.6,52.717248078069126
2025-10-15 22:59:46.968863,65.19,66.82,142.39,140.68,50.96089101350689
2025-10-15 22:59:47.968862,54.99,30.6,253.98,46.87,53.15755280315994
2025-10-15 22:59:48.968862,88.06,89.26,197.65,14.69,54.787486441163075
2025-10-15 22:59:49.968861,51.59,42.39,122.78,11.29,53.10347452737831
2025-10-15 22:59:50.968861,34.15,59.77,275.98,57.56,53.802077929121204
2025-10-15 22:59:51.968860,22.0,33.16,222.89,31.02,53.30503331323071
2025-10-15 22:59:52.968860,74.84,29.66,295.5,30.49,53.85900956974832
2025-10-15 22:59:53.968859,58.0,83.36,85.77,131.92,51.06258849412968
2025-10-15 22:59:54.968859,14.88,50.4,75.92,58.5,51.834978364735
2025-10-15 22:59:55.968858,52.04,56.56,218.88,129.46,51.626442183384185
2025-10-15 22:59:56.968858,66.18,93.23,263.05,12.87,55.48593258811067
2025-10-15 22:59:57.968857,69.97,75.03,237.57,34.47,54.35053871654872
2025-10-15 22:59:58.968857,23.9,64.79,54.44,94.3,51.19197123432701
2025-10-15 22:59:59.968857,63.69,39.59,95.14,14.87,52.7187505441083
2025-10-15 23:00:00.968856,29.98,68.24,71.04,110.3,51.05932596560261
2025-10-15 23:00:01.968856,15.0,50.91,284.88,56.58,53.68984241844817
2025-10-15 23:00:02.968855,90.1,51.38,183.39,125.56,51.284707107419216
2025-10-15 23:00:03.968855,92.09,32.59,155.26,30.83,52.71321165308006
2025-10-15 23:00:04.968854,27.39,43.48,72.65,100.43,50.70475014606329
2025-10-15 23:00:05.968854,24.53,86.91,110.94,110.53,51.84205615848045
2025-10-15 23:00:06.968853,33.31,42.28,173.63,102.29,51.504371895766404
2025-10-15 23:00:07.968853,15.43,66.02,208.24,87.25,52.70355444414306
2025-10-15 23:00:08.968852,30.4,69.92,271.32,32.78,54.55743555533904
2025-10-15 23:00:09.968852,22.77,70.43,207.91,30.17,54.081760728084255
2025-10-15 23:00:10.968851,77.26,86.1,228.39,17.49,54.91447138883174
2025-10-15 23:00:11.968851,30.27,87.57,243.25,30.5,54.786576620359455
2025-10-15 23:00:12.968851,57.66,68.21,182.45,142.16,51.3059176905081
2025-10-15 23:00:13.968850,37.61,34.02,125.91,116.62,50.5764532261785
2025-10-15 23:00:14.968850,54.07,37.86,205.76,29.34,53.30687440828304
2025-10-15 23:00:15.968849,63.59,74.11,77.31,118.76,51.063854740694694
2025-10-15 23:00:16.968849,83.72,65.8,68.36,111.87,50.94308872936453
2025-10-15 23:00:17.968848,36.08,93.21,154.6,61.31,53.46839903153695
2025-10-15 23:00:18.968848,65.47,30.45,72.47,89.02,50.64827307105096
2025-10-15 23:00:19.968847,51.18,39.47,72.55,60.65,51.4978321811128
2025-10-15 23:00:20.968847,75.95,97.32,89.94,28.09,53.75195118948621
2025-10-15 23:00:21.968846,70.2,39.22,223.92,146.98,50.865598963491415
