timestamp,cpu_load,memory_usage,disk_io,network_io,prediction
2025-10-21 10:30:56.732859,106.08,70.93,178.21,120.06,112.91296124095108
2025-10-21 10:30:57.732859,149.51,66.24,277.99,146.82,145.83395848631721
2025-10-21 10:30:58.732858,83.75,40.62,118.65,142.72,84.4631016205639
2025-10-21 10:30:59.732858,87.37,86.06,86.02,96.88,88.19380343550357
2025-10-21 10:31:00.732857,56.32,51.44,107.35,19.77,61.88718525386999
2025-10-21 10:31:01.732857,120.82,75.36,261.26,60.46,128.0995592733639
2025-10-21 10:31:02.732856,63.0,40.85,87.86,69.56,60.716896062469715
2025-10-21 10:31:03.732856,106.81,40.18,187.96,112.38,98.95209946671238
2025-10-21 10:31:04.732855,65.62,43.77,75.07,81.2,60.66826799286911
2025-10-21 10:31:05.732855,105.22,24.94,297.2,23.11,106.2381906148864
2025-10-21 10:31:06.732854,54.65,24.11,95.11,80.82,56.786986936317255
2025-10-21 10:31:07.732854,94.15,44.28,165.99,63.47,84.63112472908787
2025-10-21 10:31:08.732853,65.07,69.87,106.58,49.18,76.73669503307816
2025-10-21 10:31:09.732853,77.99,63.91,74.02,68.93,67.95166510024517
2025-10-21 10:31:10.732852,102.07,52.61,174.48,108.6,100.35928565206548
2025-10-21 10:31:11.732852,86.93,78.39,160.43,15.85,90.46544184617493
2025-10-21 10:31:12.732851,52.5,35.89,85.74,70.93,57.8798161319932
2025-10-21 10:31:13.732851,113.43,44.21,262.15,62.17,113.16110427928197
2025-10-21 10:31:14.732850,120.88,50.15,253.86,101.27,121.46047581440922
2025-10-21 10:31:15.732850,86.1,89.85,77.22,111.8,90.43141432960685
2025-10-21 10:31:16.732849,86.73,60.24,171.64,10.74,83.7449742096238
2025-10-21 10:31:17.732849,74.69,64.56,53.41,123.25,72.96158600168681
2025-10-21 10:31:18.732848,100.11,83.82,127.24,113.73,102.80176191621806
2025-10-21 10:31:19.732847,65.39,63.85,94.67,24.35,65.19612800688057
2025-10-21 10:31:20.732847,111.66,28.25,268.59,74.46,109.58368572643543
2025-10-21 10:31:21.732846,77.47,50.54,166.17,21.31,79.3778488400578
2025-10-21 10:31:22.732846,84.79,67.05,90.48,121.68,85.00247627352215
2025-10-21 10:31:23.732845,101.83,55.79,179.43,107.83,103.27626799503278
2025-10-21 10:31:24.732845,106.42,29.41,224.24,143.97,110.76972765292935
2025-10-21 10:31:25.732844,122.24,57.45,226.24,131.74,122.91834842152838
2025-10-21 10:31:26.732844,123.62,59.39,239.78,123.44,126.28543564501234
2025-10-21 10:31:27.732843,127.37,51.93,276.78,102.59,129.48337344998055
2025-10-21 10:31:28.732843,55.61,33.57,110.4,28.85,55.69831031242614
2025-10-21 10:31:29.732842,110.33,25.04,240.96,121.03,109.0127981512164
2025-10-21 10:31:30.732842,133.11,29.87,268.38,128.51,121.13884479571026
2025-10-21 10:31:31.732841,136.88,98.07,228.51,81.52,133.8290023804216
2025-10-21 10:31:32.732841,130.05,57.37,267.1,78.03,124.38505106821933
2025-10-21 10:31:33.732840,104.86,68.08,139.82,140.48,104.06655305853971
2025-10-21 10:31:34.732840,132.79,96.39,213.15,54.22,122.92641484588763
2025-10-21 10:31:35.732839,127.06,58.64,279.27,60.04,125.06914480736147
2025-10-21 10:31:36.732839,115.34,55.41,213.41,102.02,112.11049427103414
2025-10-21 10:31:37.732838,53.1,46.75,94.77,41.93,60.2072047159642
2025-10-21 10:31:38.732838,73.46,61.24,114.12,45.38,73.929610049344
2025-10-21 10:31:39.732837,139.14,90.11,270.82,32.37,132.70934478014695
2025-10-21 10:31:40.732836,146.65,76.47,294.79,60.16,138.64451959025357
2025-10-21 10:31:41.732836,76.62,40.78,154.11,26.24,71.87740625111505
2025-10-21 10:31:42.732835,98.66,83.52,133.23,82.69,98.23984754620075
2025-10-21 10:31:43.732835,85.02,72.77,183.63,28.27,97.09877817279089
2025-10-21 10:31:44.732834,57.79,45.79,99.01,36.45,59.90308768710592
2025-10-21 10:31:45.732834,161.96,88.5,296.83,107.97,154.82190850351301
2025-10-21 10:31:46.732833,149.32,94.31,285.58,88.26,150.40759317380503
2025-10-21 10:31:47.732833,118.08,80.45,208.94,76.72,118.20845170902209
2025-10-21 10:31:48.732832,100.5,28.65,238.97,37.67,93.54674683252225
2025-10-21 10:31:49.732832,136.48,96.33,261.12,53.78,137.18795159131605
2025-10-21 10:31:50.732831,83.12,79.68,116.01,28.79,80.38185251354474
2025-10-21 10:31:51.732831,113.87,67.64,167.63,149.21,113.9291943594034
2025-10-21 10:31:52.732830,97.87,84.24,142.94,39.47,92.86623109952527
2025-10-21 10:31:53.732830,90.0,50.53,189.25,36.81,89.39118671926579
2025-10-21 10:31:54.732829,84.8,35.93,218.6,32.15,89.9701937630362
2025-10-21 10:31:55.732829,98.45,27.49,175.91,122.42,91.01422456183413
2025-10-21 10:31:56.732828,149.15,59.38,297.08,146.76,148.12049063917735
2025-10-21 10:31:57.732828,107.13,60.09,150.61,139.78,103.17309130884477
2025-10-21 10:31:58.732827,105.76,60.3,150.16,143.39,103.86498229224685
2025-10-21 10:31:59.732827,117.09,78.5,184.03,109.92,116.40789807615917
2025-10-21 10:32:00.732826,103.33,74.01,137.93,139.36,106.23572911792166
2025-10-21 10:32:01.732826,119.24,74.93,173.55,145.63,118.6263025712995
2025-10-21 10:32:02.732825,97.75,90.58,150.56,36.96,97.81276919978457
2025-10-21 10:32:03.732825,87.15,51.79,158.45,41.65,81.75542016690122
2025-10-21 10:32:04.732824,130.17,47.49,281.15,96.25,127.30933503034414
