timestamp,cpu_load,memory_usage,disk_io,network_io,prediction
2025-10-19 22:24:16.801645,74.01,40.95,92.64,100.07,68.15597932535488
2025-10-19 22:24:17.801644,68.65,24.86,172.83,35.56,71.354978343388
2025-10-19 22:24:18.801644,112.11,54.36,279.43,47.74,120.5732986182652
2025-10-19 22:24:19.801643,84.3,63.83,162.84,60.0,92.7167780285937
2025-10-19 22:24:20.801643,70.72,54.59,130.47,25.51,71.4970257483641
2025-10-19 22:24:21.801642,138.43,84.51,295.96,16.6,134.42159730154347
2025-10-19 22:24:22.801642,88.76,72.54,163.88,39.45,93.29356453067558
2025-10-19 22:24:23.801641,80.08,90.45,108.46,12.79,80.28929062262964
2025-10-19 22:24:24.801641,48.97,21.17,55.66,110.18,49.16142562148422
2025-10-19 22:24:25.801640,114.04,98.87,205.81,58.38,122.83667718685663
2025-10-19 22:24:26.801640,84.71,23.02,131.91,137.28,78.39841868250562
2025-10-19 22:24:27.801639,128.98,71.41,251.53,86.96,128.5307938643562
2025-10-19 22:24:28.801639,112.6,80.6,250.78,12.84,118.13967309510257
2025-10-19 22:24:29.801638,117.73,54.02,278.48,48.56,120.28105047425592
2025-10-19 22:24:30.801638,75.73,84.77,93.63,26.57,75.73590050496898
2025-10-19 22:24:31.801637,84.0,36.96,116.0,149.44,83.01328452316459
2025-10-19 22:24:32.801637,103.32,73.93,237.36,17.46,111.69022243022735
2025-10-19 22:24:33.801636,125.94,75.26,234.4,89.05,125.72547025886945
2025-10-19 22:24:34.801636,72.51,56.66,109.09,48.06,70.59929605566151
2025-10-19 22:24:35.801635,72.8,67.9,68.31,130.42,80.37231196590652
2025-10-19 22:24:36.801635,85.17,60.18,109.46,80.85,79.00261581929722
2025-10-19 22:24:37.801634,110.21,75.5,138.79,133.62,105.99155493202575
2025-10-19 22:24:38.801634,128.41,89.26,224.14,86.47,129.13228810565283
2025-10-19 22:24:39.801633,51.47,45.29,62.15,69.53,55.08173689232936
2025-10-19 22:24:40.801632,85.55,43.41,148.5,119.65,90.07296037126837
2025-10-19 22:24:41.801632,79.83,49.52,111.88,124.81,83.15287001288684
2025-10-19 22:24:42.801631,130.41,93.04,230.67,59.05,127.52410802471402
2025-10-19 22:24:43.801631,130.61,84.99,215.93,141.57,135.50381332000075
2025-10-19 22:24:44.801630,95.7,47.22,114.56,120.45,81.93915726780935
2025-10-19 22:24:45.801630,84.64,69.79,171.85,48.61,96.13733779821399
2025-10-19 22:24:46.801629,79.49,83.63,79.75,80.36,81.70849683267096
2025-10-19 22:24:47.801629,84.36,79.44,127.13,18.51,81.5310010985929
2025-10-19 22:24:48.801628,130.19,65.85,244.71,145.48,135.35586334877834
2025-10-19 22:24:49.801628,149.85,89.59,271.48,125.58,151.31336150456588
2025-10-19 22:24:50.801627,128.17,89.52,158.45,109.0,114.0095990859821
2025-10-19 22:24:51.801627,94.92,69.99,192.26,12.04,95.08668973061157
